999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	108	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	112	999	17	18	19	999	999	999	999	999	999	999	999	20	21
999	113	999	17	18	19	999	999	999	999	999	999	999	999	20	21
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	17	18	19	999	999	999	999	999	999	999	999	20	29
999	999	999	17	18	19	999	999	999	999	999	999	999	999	20	29
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	119	999	17	18	19	999	999	999	999	999	999	999	999	20	21
999	999	999	17	18	19	999	999	999	999	999	999	999	999	20	29
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
