1	999	2	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
5	999	2	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	11	999	999	999	999	999	999	999	999	12	999	999	999
999	16	999	17	18	19	999	999	999	999	999	999	999	999	20	21
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	17	18	19	999	999	999	999	999	999	999	999	20	29
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	18	35	999	999	999	999	999	999	999	999	999	999
999	999	999	999	18	37	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	18	47	48	49	999	50	51	999	999	999	999	999
999	999	999	999	18	47	48	56	57	50	51	999	999	999	999	999
999	999	999	999	18	47	48	56	58	50	51	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	65	999	999
999	999	999	11	999	999	999	999	999	999	999	999	67	999	999	999
999	68	999	17	18	19	999	999	999	999	999	999	999	999	20	21
999	999	999	999	999	999	69	999	999	999	999	999	999	999	999	999
999	999	999	999	18	47	48	70	999	50	51	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	18	47	48	77	999	50	51	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	79	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	17	18	19	999	999	999	999	999	999	999	999	20	29
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	18	47	48	999	999	97	51	999	999	999	999	999
999	999	999	999	18	47	48	999	999	98	51	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	18	47	48	999	999	999	99	999	999	999	999	999
999	999	999	999	18	47	48	999	999	999	100	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	18	47	48	103	999	50	51	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
