3	999	999	999	999	999	999	999	999	4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	0
3	999	999	999	999	999	999	999	999	4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	6	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	7	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	-2
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	8	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	9	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	10	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	13	14	15	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	13	14	15	22	999	23	24	25	999	999	999	999	26	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	27	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	28	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	-3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	-4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	-5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	13	14	15	22	999	23	24	25	999	999	999	999	26	999	999	999	30	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	31	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	-11	999	999	999	-11	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	32	999	999	999	999	999	999	999	999	999	999	999
999	-14	-14	-14	-14	999	-14	-14	-14	999	999	999	999	-14	999	999	999	-14	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	-12	-12	-12	-12	999	-12	-12	-12	999	999	999	999	-12	999	999	999	-12	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	33	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	34	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	36	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	38	999	999	36	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	39	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	40	999	41	999	999	999	999	999	-10	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	-45	999	999	999	999	999	999	999	999	999	999	999	42	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	43	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	-13	-13	-13	-13	999	-13	-13	-13	999	999	999	999	-13	999	999	999	-13	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	-1
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	44	999	999	999	999	999	999	999	45	999	999	999	999	999	999	999	999	999	46	999
999	999	999	999	999	999	999	999	999	999	999	999	999	36	52	53	999	999	999	999	54	999	999	999	999	999	999	999	999	999	999	999	999	999	55	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	36	52	53	999	999	999	999	54	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	36	52	53	999	999	999	999	54	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	59	999
999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	40	999	999	-10	-10	-10	-10	-10	999	-10	-10	-10	-10	-10	-10	999	999	999	-10	999
